FID,fid,gid,geom,rwydirecti,effectived,runway_pk,rwyendid,truebrg,truebrgsrc,magbrg,threshlat,threshlon,codedatum,valgeoaccu,uomgeoaccu,elevaccura,geoidundul,uomdistver,valcrc,verdatum,gradient,tdzelevloc,tdzelev,threshelev,elevtdzacc,tch,vasis,vasisangle,durtax,descrpsnva,meht,uommeht,descrarstd,descrrvr,vfrpattern,txtrmk,uomtch,descrpsnv1,txtrmk_lcl,codeportab,codepsnvas,noboxvasis,elevtdzac1,elevationt,truebearin,slopetdz,apprmarkin,apprmarki1,classlight,precapproc,rwyelement,rmk_light_,rmk_light1,light_desc,gradientrm,bltype,geoiduom,vertaccuom,originalla,originallo,originalsr,originalel,originale1,geoidrefsy,emergencyl,codeintst,codecolour,emenda,emenda_futura
rwydirection.fid--4f6e8018_187234ca30b_-4f91,824,824,MULTIPOINT ((-50.651541667 -24.309688889)),361,2021-06-17,140,20,181.69627222,,,-24.30968889,-50.65154167,WGE,,M,,,M,,EGM_96,,,,777.12,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f90,825,825,MULTIPOINT ((-53.848580556 -28.363194443999998)),937,2021-06-17,534,18,161.93718056,,,-28.36319444,-53.84858056,WGE,,M,,,M,,,,,,355.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f8f,828,828,MULTIPOINT ((-53.844530556 -28.374177778)),1148,2021-06-17,534,36,341.93525556,,,-28.37417778,-53.84453056,WGE,,M,,,FT,,,,,,364.7,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f8e,831,831,MULTIPOINT ((-51.064208333 0.055741667)),52,2020-11-05,26,26,237.18,,,0.05574167,-51.06420833,WGE,,M,,-23.63,M,,EGM_96,,,,14.57,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f8d,834,834,MULTIPOINT ((-48.486186111 -21.635072221999998)),220,2021-11-04,848,09,,,,-21.63507222,-48.48618611,WGE,,M,,,M,,EGM_96,,,,620,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9A (1) (2.95), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f8c,835,835,MULTIPOINT ((-48.472458333 -21.630719444)),221,2021-11-04,848,27,,,,-21.63071944,-48.47245833,WGE,,M,,,M,,EGM_96,,,,616,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9A (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f8b,836,836,MULTIPOINT ((0 0)),382,2021-11-04,1179,12,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f8a,837,837,MULTIPOINT ((0 0)),441,2021-11-04,1866,09,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f89,838,838,MULTIPOINT ((-54.782138889 -2.420663889)),96,2021-10-07,48,28,260.35,,,-2.42066389,-54.78213889,WGE,,M,,-20.47,M,,EGM_96,,,,54.92,,,,,,,,FT,,,,Last 90M CLSD LDG/TKOF due to RESA,FT,,Últimos 90M CLSD LDG/TKOF devido RESA,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f88,839,839,MULTIPOINT ((-48.405397222 -21.751311111)),389,2021-10-07,748,20,,,,-21.75131111,-48.40539722,WGE,,M,,,M,,,,,,608.79,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f87,840,840,MULTIPOINT ((-48.5313 -22.482374999999998)),534,2021-11-04,834,12,,,,-22.482375,-48.5313,WGE,,M,,,M,,,,,,541.53,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9(1),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f86,841,841,MULTIPOINT ((-51.958569444000005 -6.6376916669999995)),898,2021-11-04,318,14,,,,-6.63769167,-51.95856944,WGE,,M,,,M,,EGM_96,,,,203,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f85,842,842,MULTIPOINT ((-51.945997221999995 -6.644863889000001)),899,2021-11-04,318,32,,,,-6.64486389,-51.94599722,WGE,,M,,,M,,EGM_96,,,,200,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f84,843,843,MULTIPOINT ((-42.083058333 -22.923686111000002)),21,2022-05-19,12,10,77.3,,,-22.92368611,-42.08305833,WGE,,M,,-5.9,M,,EGM_96,,,,2.7,,,PAPI,,,3.00DEG,62,FT,,,,RESA :90X90,M,3.00°,RESA :90X90,,,,,,,,,,,,,,,"L9 (3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f83,844,844,MULTIPOINT ((-48.404911111 -21.7784)),569,2021-10-07,748,02,,,,-21.7784,-48.40491111,WGE,,M,,,M,,,,,,602.4,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f82,845,845,MULTIPOINT ((-39.040494444 -14.816119444)),1080,2021-10-07,6730,11,,,,-14.81611944,-39.04049444,WGE,,M,,,M,,,,,,2.65,,,,,,,48.88,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f81,850,850,MULTIPOINT ((-34.918769444000006 -8.139700000000001)),78,2022-04-21,39,36,341.8,,,-8.1397,-34.91876944,WGE,,M,,-5.63,M,,EGM_96,,,,9.62,,,PAPI,,,Left 3.00°,64,FT,,,,RWY 36 last 90M CLSD for LDG and TKOF.,M,Esquerdo/3.00°,RWY 36 últimos 90M CLSD para LDG e TKOF.,,LEFT,,,,,,,,,,,,,"L9(1), 12A",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f80,851,851,MULTIPOINT ((-56.783497222 -2.679136111)),208,2022-04-21,702,06,,,,-2.67913611,-56.78349722,WGE,,M,,,M,,EGM_96,,,,23.21,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f7f,852,852,MULTIPOINT ((-56.771788889 -2.667886111)),209,2022-04-21,702,24,,,,-2.66788611,-56.77178889,WGE,,M,,,M,,EGM_96,,,,24.02,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f7e,853,853,MULTIPOINT ((-47.492333333000005 -23.471669444)),456,2022-04-21,163,19,,,,-23.47166944,-47.49233333,WGE,,M,,,M,,EGM_96,,,,618.76,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f7d,854,854,MULTIPOINT ((-47.487677778000005 -23.484338889)),457,2022-04-21,163,01,,,,-23.48433889,-47.48767778,WGE,,M,,,M,,EGM_96,,,,634.56,,,PAPI,,,,64,FT,,,,,FT,,,,,4,,,,,,,,,,,,"L9 (3.30) (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f7c,855,855,MULTIPOINT ((-47.155566666999995 -23.427541667000003)),1057,2022-04-21,6636,30,274.3,,295.79,-23.42754167,-47.15556667,WGE,,M,,,M,,,,,,765.92,,,PAPI,,,3.00 DEG,56,FT,,,,RESA: 90X66,FT,,,,,4,,,,,,,,,,,,"L9 (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f7b,868,868,MULTIPOINT ((-43.809211111 -16.708063888999998)),229,2021-12-30,118,30,,,,-16.70806389,-43.80921111,WGE,,M,,,M,,EGM_96,,,,667.83,,,PAPI,,,"3,0°",58,FT,,,,,FT,3.0°,,,,4,,,,,,,,,,,,"L9(5), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f7a,869,869,MULTIPOINT ((0 0)),270,2021-12-30,571,07,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,RESA : 90X60,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f79,870,870,MULTIPOINT ((0 0)),271,2021-12-30,571,25,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,RESA : 90X60,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f78,871,871,MULTIPOINT ((-49.412908333000004 -20.821569444)),330,2021-12-30,134,07,,,,-20.82156944,-49.41290833,WGE,,M,,,M,,EGM_96,,,,543.91,,,PAPI,3,,,47,FT,,,,,FT,,,,,4,,,,,,,,,,,,"L9 (1),10,12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f77,880,880,MULTIPOINT ((-38.997766667 -15.362977778)),346,2022-01-27,750,02,,,,-15.36297778,-38.99776667,WGE,,M,,,M,,EGM_96,,,,6.72,,,,,,,49,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f76,882,882,MULTIPOINT ((0 0)),1266,2022-01-27,3809,29,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f75,883,883,MULTIPOINT ((0 0)),1267,2022-01-27,3809,11,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f74,886,886,MULTIPOINT ((-32.431328889 -3.853823583)),541,2022-05-19,88,12,,,,-3.85382358,-32.43132889,WGE,,M,,,M,,,,,,56.04,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (3,47) (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f73,887,887,MULTIPOINT ((-32.414764583 -3.855094111)),542,2022-05-19,88,30,,,,-3.85509411,-32.41476458,WGE,,M,,,M,,EGM_96,,,,48.21,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f72,888,888,MULTIPOINT ((-40.073272222 -19.360116667)),944,2022-06-16,374,06,,,,-19.36011667,-40.07327222,WGE,,M,,,M,,EGM_96,,,,40.56,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f71,889,889,MULTIPOINT ((-42.060486111 -22.919197222)),22,2021-09-09,12,28,257.29,,,-22.91919722,-42.06048611,WGE,,M,,-5.9,M,,EGM_96,,,,6.1,,,PAPI,,,3.00°,62,FT,,,,RESA :90X90,M,3.00°,RESA :90X90,,,,,,,,,,,,,,,"L9 (6) ,12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f70,902,902,MULTIPOINT ((-40.065774999999995 -19.350208333)),946,2022-06-16,374,24,,,,-19.35020833,-40.065775,WGE,,M,,,M,,EGM_96,,,,38.65,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f6f,923,923,MULTIPOINT ((-49.167180556000005 -25.536138889)),36,2021-08-12,18,33,314.54,,,-25.53613889,-49.16718056,WGE,,M,,3.48,M,,EGM_96,,,,910.4,,,PAPI,,,"left side / 3,00°",64,FT,,,,RESA: 90x90,M,"lado esquerdo / 3,00°",,,,4,,,,,,,,,,,,"L9(1), 12A",Ver ADC / See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f6e,924,924,MULTIPOINT ((-46.941272221999995 -23.186574999999998)),185,2021-08-12,101,36,,,,-23.186575,-46.94127222,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f6d,925,925,MULTIPOINT ((-56.121580556000005 -15.643741667)),33,2022-02-24,4,17,153.15,,,-15.64374167,-56.12158056,WGE,,M,,1.53,M,,EGM_96,,,,188.1,,,PAPI,,,Left and right/3°,71,FT,,,,RESA: 90x90 (M),M,Esquerdo e Direito/3°,,,BOTH,,,,,,,,,,,PAPI available,PAPI existente,"L9 (1), 12",Ver ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f6c,926,926,MULTIPOINT ((-56.111758333 -15.662219444)),34,2022-02-24,4,35,333.15,,,-15.66221944,-56.11175833,WGE,,M,,1.54,M,,EGM_96,,,589,179.6,,,PAPI,,,Left/3'°,65,FT,,,,RESA: 90x90 (M),M,Esquerdo/3°,,,LEFT,,,FT,,,,,,,,PAPI available,PAPI existente,"L9 (1), 12",Ver ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f6b,927,927,MULTIPOINT ((-61.848875 -10.878608333)),178,2022-02-24,103,03,,,,-10.87860833,-61.848875,WGE,,M,,,M,,EGM_96,,,,181.29,,,PAPI,3,,,49,FT,,,,RESA: 90X90 (M),FT,,,,,,,,,,,,,,,,,"L9(1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f6a,928,928,MULTIPOINT ((-50.137694444000005 -25.1811)),295,2022-02-24,619,26,,,,-25.1811,-50.13769444,WGE,,M,,,M,,,,,,789.3,,,,,,,,FT,,,,RESA - length x width (m): 90 x 60,FT,,RESA - comprimento x largura (m): 90 x 60,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f69,929,929,MULTIPOINT ((-56.454691667000006 -21.238519444)),525,2022-02-24,85,18,,,,-21.23851944,-56.45469167,WGE,,M,,,M,,EGM_96,,,,333.28,,,PAPI,3,,,51,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (7), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f68,930,930,MULTIPOINT ((-56.450091667 -21.25605)),526,2022-02-24,85,36,,,,-21.25605,-56.45009167,WGE,,M,,,M,,EGM_96,,,,333.46,,,PAPI,3,,,56,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (7), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f67,931,931,MULTIPOINT ((-43.98561805600001 -19.908168917)),879,2022-02-24,130,27,,,,-19.90816892,-43.98561806,WGE,,M,,,M,,,,,,921.347,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f66,933,933,MULTIPOINT ((-52.868319444 -27.977241666999998)),1185,2022-02-24,614,15,133.93,,,-27.97724167,-52.86831944,WGE,,M,,,M,,,,,,625,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f65,934,934,MULTIPOINT ((-52.860633333 -27.983813889)),1186,2022-02-24,614,33,,,,-27.98381389,-52.86063333,WGE,,M,,,M,,,,,,628.7,,,,,,,,FT,,,,,FT,,,,,,,,313.92,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f64,939,939,MULTIPOINT ((0 0)),1274,2022-02-24,7523,04,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f63,940,940,MULTIPOINT ((0 0)),1275,2022-02-24,7523,22,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f62,946,946,MULTIPOINT ((-48.551208333000005 -27.665719444)),39,2021-12-02,20,14,120.66,,,-27.66571944,-48.55120833,WGE,,M,,0.54,M,,EGM_96,,,,5,,,PAPI,,,Left / 3.0°,50,FT,,,,,M,Esquerdo/3.00°,,,LEFT,,,,,,,,,,,,,"L4,L9(1), 12A",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f61,947,947,MULTIPOINT ((-48.5304 -27.676938889000002)),40,2021-12-02,20,32,300.65,,,-27.67693889,-48.5304,WGE,,M,,0.54,M,,EGM_96,,,,4.4,,,PAPI,,,Left / 3.0°,63,FT,,,,,M,Esquerdo/3.00°,,,LEFT,,,,,,,,,,,,,"L9(1),12A",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f60,955,955,MULTIPOINT ((-44.243463889000004 -2.597077778)),101,2021-11-04,51,06,39,,,-2.59707778,-44.24346389,WGE,,M,,-24.59,M,,EGM_96,,,,53.95,,,PAPI,,,Right / 3.0°,70,FT,,,,Last 90M CLSD due to RESA.,FT,Direito / 3.0°,Últimos 90M CLSD para provimento de RESA.,,LEFT,,,,,,,,,,,,,"L9(1), 12A",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f5f,956,956,MULTIPOINT ((-38.343736111000005 -12.907774999999999)),91,2021-11-04,46,17,144.58,,,-12.907775,-38.34373611,WGE,,M,,-10.94,M,,EGM_96,,,,8.5,,,PAPI,3.5,,"3,50°",40,FT,,,,"RESA - length x width (m): 
90X90",FT,,"RESA - comprimento x largura (m):
90X90",,,4,,,,,,,,,,"Coordenadas: 12° 54' 51,07 S
                       038° 20' 33,33 W

Altitude : 9,16 metros

Distância do Ponto de
Origem à Cabeceira 14: 210 metros",,"L9(3.50) (5), L12","0,05%/0,46%\n(1260M)/(260M)
Ver ADC/See ADC",,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f5e,957,957,MULTIPOINT ((-56.102697222 -9.855577777999999)),485,2022-03-24,64,22,,,,-9.85557778,-56.10269722,WGE,,M,,,M,,EGM_96,,,,269.28,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f5d,958,958,MULTIPOINT ((-46.660425 -23.62095)),103,2021-12-02,52,17R,147.5,,,-23.62095,-46.660425,WGE,,M,,-2.22,M,,EGM_96,,,2615,789.29,,,PAPI,,,Left and Right/2.87°,66,FT,,,,"CPA in all extension of RWY 17R/35L.
RWY 17R FST 160M and last 90M has grooving system implanted.",FT,Esquerdo e Direito/2.87°,"CPA em toda extensão da RWY 17R/35L.
GROOVING RWY 17R FST 160M e últimos 90M.",,BOTH,,,FT,,,,,,,,,,"L4, 9(2,87) (1), 10, 12A",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f5c,964,964,MULTIPOINT ((-37.080349999999996 -10.983686111)),1,2022-05-19,1,12,92,,,-10.98368611,-37.08035,WGE,,M,,-10.26,M,,EGM_96,,,,7.14,,,PAPI,3,,Left/3.0°,49,FT,,,,,M,Esquerdo/3.00°,,,LEFT,4,,,,,,,,,,"COORD: 10° 59' 01,30 S/037° 04' 48,31 W

Altitude : 7,27 m

Distância do Ponto de Origem à THR 11: 314,49 m",,"L9 (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f5b,965,965,MULTIPOINT ((-37.060305556 -10.984366667)),2,2022-05-19,1,30,272,,,-10.98436667,-37.06030556,WGE,,M,,-10.28,M,,EGM_96,,,,6.73,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f5a,966,966,MULTIPOINT ((-48.778825 -22.582244444)),202,2022-05-19,194,07,,,,-22.58224444,-48.778825,WGE,,M,,,M,,EGM_96,,,,605.97,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f59,967,967,MULTIPOINT ((-48.769944444 -22.574369444000002)),203,2022-05-19,194,25,,,,-22.57436944,-48.76994444,WGE,,M,,,M,,EGM_96,,,,614.35,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9A(3.32) (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f58,968,968,MULTIPOINT ((-52.026505556000004 -23.4781)),386,2022-05-19,117,10,78.10049778,,95.90950682,-23.4781,-52.02650556,WGE,,M,,,M,,EGM_96,,,,530.22,,,,,,,,FT,,,,RESA (90X90),FT,,,,,,,,,,,,,,,,,"L9 (3.03) (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f57,969,969,MULTIPOINT ((0 0)),434,2022-05-19,354,08,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f56,970,970,MULTIPOINT ((0 0)),435,2022-05-19,354,26,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f55,989,989,MULTIPOINT ((-47.176297222 -23.426102778)),1056,2022-03-24,6636,12,94.31,,115.79,-23.42610278,-47.17629722,WGE,,M,,,M,,,,,,776.33,,,PAPI,,,3.25 DEG,55,FT,,,,RESA: 90X66,FT,,,,,,,,,,,,,,,,,"L9(3.25) (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f54,990,990,MULTIPOINT ((0 0)),648,2022-04-21,3718,17,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f53,991,991,MULTIPOINT ((0 0)),649,2022-04-21,3718,35,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f52,994,994,MULTIPOINT ((-69.694672222 -2.946688889)),1322,2022-04-21,663,01,,,,-2.94668889,-69.69467222,WGE,,M,,,M,,,,,,66.7,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f51,995,995,MULTIPOINT ((-69.693783333 -2.9338583330000003)),1323,2022-04-21,663,19,,,,-2.93385833,-69.69378333,WGE,,M,,,M,,,,,,66.6,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f50,1017,1017,MULTIPOINT ((-47.927561111 -15.863572222000002)),11,2022-07-14,8,11L,86.14,,,-15.86357222,-47.92756111,WGE,,M,,-12.6,M,,EGM_96,,,,1050.83,,,PAPI,,,Left/3.00°,72,FT,,,,,M,Esquerdo/3.00°,,,LEFT,,,,,,,,,,,,,"L4, 9(1), 12, 13",Ver ADC/See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f4f,1018,1018,MULTIPOINT ((-47.897752778 -15.86165)),12,2022-07-14,8,29R,266.13,,,-15.86165,-47.89775278,WGE,,M,,-12.63,M,,EGM_96,,,,1060.71,,,PAPI,,,Left/3.00°,69,FT,,,,,M,Esquerdo/3.00°,,,LEFT,,,,,,,,,,,,,"L2A, 9(1), 12",Ver ADC/See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f4e,1019,1019,MULTIPOINT ((-47.939988889 -15.880669444)),13,2022-07-14,9,11R,86.28,,,-15.88066944,-47.93998889,WGE,,M,,-12.6,M,,EGM_96,,,,1066.08,,,PAPI,,,Left/3.00°,65,FT,,,,,M,Esquerdo/3.00°,,,LEFT,,,,,,,,,,,,,"L4, 9(1), 12A",Ver ADC/See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f4d,1020,1020,MULTIPOINT ((-47.90925 -15.878691667000002)),14,2022-07-14,9,29L,266.27,,,-15.87869167,-47.90925,WGE,,M,,-12.579,M,,EGM_96,,,,1041.69,,,PAPI,,,Right/3.00°,55,FT,,,,,M,Direito/3.00°,,,LEFT,,,,,,,,,,,,,"L4, 9(1), 12A",Ver ADC/See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
