FID,gid,runway_pk,effectived,airport_pk,ident,runwayleng,width,codecondsf,surface,rwydesc,rwystrengt,descrstren,lenstrip,widstrip,lenoffset,widoffset,codests,txtprofile,txtmarking,txtrmk,txtrmk_lcl,rwydesc_lc,txtprofil1,txtmarkin1,valcrc,auwweight,codepcnmax,lcnclass,pcnclass,pcnevalmet,pcnnote,pcnpavemen,pcnpaveme1,preparatio,siwltirepr,siwlweight,uomauwweig,uomsiwltir,uomsiwlwei,valpcnmaxt,lengthoffs,lengthstri,nominallen,lengthaccu,widthoffse,widthstrip,nominalwid,widthaccur,type,abandoned,widthshoul,widthshou1,light_desc,bltype,lengthacc1,widthaccu1,codenumber,geom,emenda,emenda_futura
runway_v2.4783,4783,4401,2022-11-03,4372,18/36,1100,23,,GRASS,,,,,,,,,,,,,,,,,,X,,31,TECH,,A,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,,,,,,,,,"POLYGON ((-70.4842310544323 -9.441983254899581, -70.48222271875281 -9.45106380991106, -70.48242728126034 -9.45110841205914, -70.48443561158084 -9.44202785707065, -70.4842310544323 -9.441983254899581))",2022-12-29,2023-01-26
runway_v2.4784,4784,4088,2022-02-24,4063,12/30,3000,60,,ASPH,,,,3120,300,,,,,,,,,,,,,X,,70,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15, 19",,M,M,,"POLYGON ((-35.37989823550496 -5.76736555995846, -35.35317601217422 -5.77171278299927, -35.35326287586654 -5.772248328994889, -35.379985098535755 -5.76790110603571, -35.37989823550496 -5.76736555995846))",2022-12-29,2023-01-26
runway_v2.4785,4785,3939,2022-11-03,3918,16R/34L,1670,45,,ASPH,,PCN,,1920,300,,,,,,,,,,,,,X,,26,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14,15",,,,,"POLYGON ((-35.255397676477486 -5.908205251965209, -35.24585878413472 -5.9199941410194095, -35.246174549937976 -5.920250302935069, -35.25571343559506 -5.90846141398936, -35.255397676477486 -5.908205251965209))",2022-12-29,2023-01-26
runway_v2.4786,4786,3690,2019-01-03,3589,07/25,2402,30,,CONC,,,,,,,,,,,,,,,,,,X,,30,ACFT,,C,RIGID,,,,,,,,,,M,,,,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-42.10083008328874 -22.82056699572152, -42.08458840433403 -22.804980884537642, -42.08437826152165 -22.805169115392, -42.10061991656679 -22.820755226208068, -42.10083008328874 -22.82056699572152))",2022-12-29,2023-01-26
runway_v2.4788,4788,700,2013-01-01,677,13/31,1200,30,,OTHER:PIÇ,,PCN,2500Kg/0.50MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-69.79908609690762 0.2686539922239298, -69.78976387493628 0.2633095482249583, -69.78989723706245 0.2630737857746604, -69.7992194590911 0.2684182297756812, -69.79908609690762 0.2686539922239298))",2022-12-29,2023-01-26
runway_v2.4789,4789,670,2022-11-03,647,04/22,1200,30,,ASPH,,PCN,,,,,,,,,,,,,,,,X,,29,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-72.81300873038981 -5.13114984444682, -72.806744839955 -5.122666510425479, -72.80652738201772 -5.1228279335558495, -72.81279126958285 -5.13131126753447, -72.81300873038981 -5.13114984444682))",2022-12-29,2023-01-26
runway_v2.4798,4798,143,2022-04-21,126,05/23,2600,45,,ASPH,,PCN,,2720,150,,,,,,,,,,,,,X,,47,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-66.99352134747244 -0.1568487560501886, -66.97777412535656 -0.1395209780480891, -66.97747587464168 -0.1397956879509423, -66.99322309652561 -0.1571234659487226, -66.99352134747244 -0.1568487560501886))",2022-12-29,2023-01-26
runway_v2.4814,4814,6600,2021-02-25,6180,06/24,1507,30,,ASPH,,,,1627,300,,,,,,,,,,,,,X,,32,TECH,,B,FLEXIBLE,,,,,,,,,,M,,M,M,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-49.81493778887413 -29.42012981435278, -49.80533222029519 -29.40952148121885, -49.80509000150547 -29.40968963067001, -49.81469554492642 -29.42029796353603, -49.81493778887413 -29.42012981435278))",2022-12-29,2023-01-26
runway_v2.4815,4815,3872,2022-10-06,3854,01/19,465,25,,GRASS,,PCN,"5.000Kg/0,50MPa",524.96,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,M,,RWY,,,,,,,M,,"POLYGON ((-49.57845929328266 -27.86476109318748, -49.579039844468966 -27.86059720419587, -49.57878793356309 -27.86056946168909, -49.5782073727494 -27.864733350697456, -49.57845929328266 -27.86476109318748))",2022-12-29,2023-01-26
runway_v2.4816,4816,2178,2022-09-08,2154,01/19,1000,20,,GRAVEL,,PCN,5500kg/0.50MPa,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,M,,,,M,,RWY,,,,,,,,,"POLYGON ((-54.293528856381286 -21.89868668443333, -54.295078850441655 -21.889770018449, -54.29488781557759 -21.889741093495562, -54.29333780963797 -21.89865775951121, -54.293528856381286 -21.89868668443333))",2022-12-29,2023-01-26
runway_v2.4817,4817,717,2019-10-10,694,03/21,1630,30,,ASPH,,PCN,,,,,,,,,,,,,,,,X,,36,TECH,,A,FLEXIBLE,,,,,,,,M,M,M,,M,M,M,,RWY,,,M,"L14, 15",,,,,"POLYGON ((-55.58833308139601 -11.892051347041239, -55.584496963477676 -11.87780690300629, -55.584230814488556 -11.877876430930959, -55.588066918570185 -11.89212087489593, -55.58833308139601 -11.892051347041239))",2022-12-29,2023-01-26
runway_v2.4819,4819,503,2022-10-06,483,09/27,1103,23,,ASPH,,PCN,5700Kg/0.50MPa,1003,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-51.18726595083051 -30.19035170451044, -51.17798817178177 -30.187632260469655, -51.177911828142406 -30.18782885151775, -51.18718960509366 -30.19054829547697, -51.18726595083051 -30.19035170451044))",2022-12-29,2023-01-26
runway_v2.4820,4820,488,2022-10-06,470,11/29,1500,30,,ASPH,,PCN,,,,,,,,,,,,,,,,Y,,11,TECH,,C,FLEXIBLE,,,,,,,,,M,M,,M,M,M,,RWY,,,,,,M,M,,"POLYGON ((-46.89003921977332 -17.243017498185107, -46.875955885734456 -17.242184164173917, -46.875938558252905 -17.24245472382388, -46.89002189221404 -17.24328805781269, -46.89003921977332 -17.243017498185107))",2022-12-29,2023-01-26
runway_v2.4821,4821,410,2022-10-06,393,05/23,1200,30,,ASPH,,PCN,,,,,,,,,,,,,,,,Y,,14,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-46.98559369746123 -18.91430544848793, -46.9804492451616 -18.9046360034243, -46.980195198745974 -18.904758440488447, -46.985339636446284 -18.91442788542477, -46.98559369746123 -18.91430544848793))",2022-12-29,2023-01-26
runway_v2.4822,4822,373,2022-07-14,356,17/35,1200,30,,ASPH,,PCN,5670kg/0.63Mpa,1320,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-45.49764961874124 -19.151058589806087, -45.49181905684697 -19.16038914487625, -45.4920642772553 -19.160527521041377, -45.49789482536095 -19.151196966111588, -45.49764961874124 -19.151058589806087))",2022-12-29,2023-01-26
runway_v2.4823,4823,262,2013-01-01,245,05/23,1500,30,,ASPH,,PCN,,,,,,,,,,,,,,,,Y,,14,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-48.19447998133287 -18.673636753531518, -48.18667997344067 -18.66230897544197, -48.18644224845574 -18.66245769048223, -48.19424224056347 -18.67378546839262, -48.19447998133287 -18.673636753531518))",2022-12-29,2023-01-26
runway_v2.4824,4824,145,2022-10-06,128,04/22,2100,45,,ASPH,,PCN,,2220,280,,,,,,,,,,,,,X,,43,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,L14 L15,,M,M,,"POLYGON ((-48.22990539467126 -18.89216611447301, -48.22222481919819 -18.87465778132581, -48.221830736618706 -18.874814440464842, -48.229511271145434 -18.89232277331743, -48.22990539467126 -18.89216611447301))",2022-12-29,2023-01-26
runway_v2.4825,4825,87,2021-11-04,71,08/26,1600,30,,ASPH,,PCN,5700kg / 0.50MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,M,,M,M,M,,RWY,,,M,,,M,M,,"POLYGON ((-57.78341133939568 -6.23639405705699, -57.770509393638484 -6.22986039102708, -57.770386994333464 -6.230102442965269, -57.78328893857625 -6.2366361089353495, -57.78341133939568 -6.23639405705699))",2022-12-29,2023-01-26
runway_v2.4826,4826,6121,2022-05-19,5755,14/32,1195,24,,ASPH,,,,1255,60,,,,,,,,,,,,,Y,,8,ACFT,,B,FLEXIBLE,,,,,,,,M,M,M,,M,M,M,,RWY,,,,,,M,M,,"POLYGON ((-38.11771410668492 -7.309184217947619, -38.109433551322546 -7.31286755196377, -38.10952200469694 -7.31306578203145, -38.11780255933456 -7.309382448047609, -38.11771410668492 -7.309184217947619))",2022-12-29,2023-01-26
runway_v2.4827,4827,11,2022-11-03,6,08/26,2700,45,,ASPH,,PCN,,2820,280,,,,,,,,,,,,,X,,38,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-60.70093906104755 2.8409952067894197, -60.67930017292477 2.85207576175448, -60.67911649310398 2.8517131262375797, -60.700755382981086 2.84063257120267, -60.70093906104755 2.8409952067894197))",2022-12-29,2023-01-26
runway_v2.4828,4828,85,2022-11-03,69,18/36,2000,30,,ASPH,,PCN,,2120,280,,,,,,,,,,,,,X,,48,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-56.45455134711514 -21.23848708414704, -56.44995133051794 -21.25601764021421, -56.45023200354336 -21.256082359668838, -56.45483198694609 -21.23855180373612, -56.45455134711514 -21.23848708414704))",2022-12-29,2023-01-26
runway_v2.4829,4829,180,2022-11-03,163,14/32,1374,23,,ASPH,,PCN,,1434,60,,,,,,,,,,,,,X,,27,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-47.84548323252275 -20.591924124855208, -47.83576656499931 -20.59658801390506, -47.835866769061134 -20.596773098079417, -47.84558343353767 -20.59210920912928, -47.84548323252275 -20.591924124855208))",2022-12-29,2023-01-26
runway_v2.4830,4830,407,2022-11-03,390,09/27,1700,30,,ASPH,,PCN,,1820,150,,,,,,,,,,,,,Y,,39,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,NO,,,"L14, 15",,M,M,,"POLYGON ((-46.49879869677626 -18.67534034323229, -46.48377647309801 -18.66977923215756, -46.48367352682575 -18.670031879826627, -46.498695747147465 -18.675592990751888, -46.49879869677626 -18.67534034323229))",2022-12-29,2023-01-26
runway_v2.4838,4838,2292,2022-11-03,2268,08/26,1302,23,,ASPH,,PCN,,1422,80,,,,,,,,,,,,,Y,,5,,,B,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,,,,,,,M,,"POLYGON ((-49.14140440840991 -15.345515845233729, -49.13061551816228 -15.340149179189309, -49.13051781579472 -15.34033415479922, -49.14130670354706 -15.345700820754798, -49.14140440840991 -15.345515845233729))",2022-12-29,2023-01-26
runway_v2.4844,4844,37,2022-10-06,29,10/28,2000,45,,ASPH,,PCN,,2120,280,,,,,,,,,,,,,X,,55,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14, 15",,,,,"POLYGON ((-39.09002891836555 -16.44077362508972, -39.07198447295346 -16.43590695899901, -39.07187108293291 -16.43629859698202, -39.08991552552079 -16.4411652628913, -39.09002891836555 -16.44077362508972))",2022-12-29,2023-01-26
runway_v2.4848,4848,113,2022-12-01,97,07/25,2000,45,,ASPH,,PCN,,2120,280,,,,,,,,,,,,,X,,40,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,3,M,"L14, 15",,,,,"POLYGON ((-49.14516239652503 -5.37425683650333, -49.13123183910685 -5.36275683644439, -49.13097371682716 -5.363070941527579, -49.14490426940883 -5.374570941468569, -49.14516239652503 -5.37425683650333))",2022-12-29,2023-01-26
runway_v2.4849,4849,629,2022-12-01,606,09/27,1500,30,,ASPH,,PCN,,1620,60,,,,,,,,,,,,,Y,,6,ACFT,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-62.92500273911602 -0.9818459375227004, -62.91161940610775 -0.9801709375213475, -62.91158614989091 -0.9804401744784608, -62.92496948288264 -0.9821151744771074, -62.92500273911602 -0.9818459375227004))",2022-12-29,2023-01-26
runway_v2.4854,4854,7879,2022-10-06,7139,01/19,1100,18,,ASPH,,PCN,,1219.98,80,,,,,,,,,,,,,Y,,13,TECH,,B,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,NO,,,,,,,,"POLYGON ((-50.84865314256926 -14.98575959077778, -50.851255916958664 -14.976145701795218, -50.85109408305686 -14.976104298176029, -50.84849130144629 -14.985718187193449, -50.84865314256926 -14.98575959077778))",2022-12-29,2023-01-26
runway_v2.4855,4855,1513,2022-10-06,1489,16/34,840,18,,EARTH,,SIWL,3000kg/0.50MPa,900,60,,,,,,,,,,,,,,,0,,,,,,0.5,300,,MPA,KG,,,,M,,,,M,,RWY,NO,,,,,,,,"POLYGON ((-50.99154095792362 -2.85642487564411, -50.98637151364032 -2.8619665416495, -50.98648959836537 -2.8620779023474, -50.991659042082055 -2.85653623635279, -50.99154095792362 -2.85642487564411))",2022-12-29,2023-01-26
runway_v2.4856,4856,1187,2022-10-06,1163,06/24,700,30,,GRASS,,SIWL,4600kg/0.50MPa,,,,,,,,,,,,,,,,,0,,,,,,0.5,4600,,MPA,KG,,,,M,,,,M,,RWY,NO,,,,,,,,"POLYGON ((-55.566717076428034 -17.45839959636327, -55.56183374122902 -17.45414959632045, -55.56164403666708 -17.454350403633317, -55.56652736746804 -17.45860040359049, -55.566717076428034 -17.45839959636327))",2022-12-29,2023-01-26
runway_v2.4857,4857,1078,2022-10-06,1054,14/32,890,18,,EARTH,,PCN,5700kg/0.50MPa,949.8,60,,,,,,,,,,,,,,,0,OTHER,,,,,,,,,,,,,M,,,,M,,RWY,,,,,,,M,,"POLYGON ((-45.648489540237435 -20.248692579305118, -45.640728428486504 -20.25200091233304, -45.64079934954711 -20.25214908765916, -45.64856045979618 -20.248840754687077, -45.648489540237435 -20.248692579305118))",2022-12-29,2023-01-26
runway_v2.4858,4858,711,2022-10-06,688,18/36,970.2,30,,ASPH,,PCN,2500Kg/0.50MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-69.83837991541823 1.09232307373823, -69.83743269380294 1.0836008517391098, -69.83770064019575 1.0835713702549201, -69.83864786258046 1.09229359225575, -69.83837991541823 1.09232307373823))",2022-12-29,2023-01-26
runway_v2.4859,4859,22,2022-02-24,17,13/31,2755,45,,ASPH,,PCN,,2875,280,,,,,,,,,,,,,X,,66,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14A,15",,,,,"POLYGON ((-38.54487005344465 -3.7728145009253002, -38.520903387061615 -3.77923116795436, -38.521007724961855 -3.77962438804161, -38.54497439057879 -3.7732077210706696, -38.54487005344465 -3.7728145009253002))",2022-12-29,2023-01-26
runway_v2.4888,4888,2486,2017-01-05,2462,17/35,900,20,,GRAVEL,,PCN,5700kg/0.50MPa,,,,,,,,,,,,,,,,,0,OTHER,,,,,,,,,,,,,M,,,,M,,RWY,,,,,,,,,"POLYGON ((-60.14241482441439 -10.23750917191089, -60.13946482239004 -10.245095282926009, -60.1396351776273 -10.24516027305161, -60.14258517560294 -10.23757416206674, -60.14241482441439 -10.23750917191089))",2022-12-29,2023-01-26
runway_v2.4895,4895,650,2019-11-07,627,06/24,1200,30,,ASPH,,PCN,,,,,,,,,,,,,,,,X,,26,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-71.56714436064598 -4.52813757856989, -71.55648047069052 -4.519770912545249, -71.55631397328509 -4.51998464344487, -71.56697786132958 -4.52835130942021, -71.56714436064598 -4.52813757856989))",2022-12-29,2023-01-26
runway_v2.4904,4904,58,2022-10-06,43,09/27,1500,30,,ASPH,,PCN,,1620,150,,,,,,,,,,,,,Y,,18,TECH,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14,15",,,,,"POLYGON ((-57.04551393427547 -29.78252911655195, -57.03006115610699 -29.781312449527128, -57.03003328785567 -29.781581994468638, -57.045486065687186 -29.78279866144382, -57.04551393427547 -29.78252911655195))",2022-12-29,2023-01-26
runway_v2.4906,4906,282,2022-03-24,265,08/26,1600,30,,ASPH,,PCN,,1720,150,,,,,,,,,,,,,X,,35,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7,M,"L14, 15",,M,M,,"POLYGON ((-45.00280122055753 -12.075866542952319, -45.015742884887686 -12.082741542893448, -45.01587378105432 -12.082502901090109, -45.002932113384524 -12.07562790103126, -45.00280122055753 -12.075866542952319))",2022-12-29,2023-01-26
runway_v2.4911,4911,418,2022-10-06,401,05/23,1600,30,,ASPH,,PCN,,1720,80,,,,,,,,,,,,,Y,,8,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,L14,,M,M,,"POLYGON ((-46.98698125259644 -20.954600230351538, -46.97943957508345 -20.942008563253587, -46.97918820280564 -20.94214143665331, -46.986729859292566 -20.9547331035553, -46.98698125259644 -20.954600230351538))",2022-12-29,2023-01-26
runway_v2.4929,4929,3897,2022-12-01,3878,13/31,1059,18,,GRASS,,PCN,"5.700Kg/0,50MPa",1179,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,M,,RWY,,,,,,,,,"POLYGON ((-55.88364396377356 -21.47104421659807, -55.87453562960832 -21.47538032763561, -55.874614370430606 -21.475525228354478, -55.88372270226536 -21.47118911739203, -55.88364396377356 -21.47104421659807))",2022-12-29,2023-01-26
runway_v2.4931,4931,718,2022-12-01,695,10/28,1130.96,30,,ASPH,,PCN,2500Kg/0.50MPa,1190.96,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,M,,"POLYGON ((-69.39464800117653 1.7001049483903499, -69.3844952231781 1.70058550438968, -69.38448255482277 1.70031449561011, -69.39463533282434 1.69983393960943, -69.39464800117653 1.7001049483903499))",2022-12-29,2023-01-26
runway_v2.4932,4932,75,2022-08-11,60,15/33,1771,45,,ASPH,,PCN,,1891,280,,,,,,,,,,,,,X,,48,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14,15",,M,M,,"POLYGON ((-53.507367619906184 -24.994395067374807, -53.49494538352563 -25.005683956592957, -53.49526017284087 -25.0059715992377, -53.5076823804601 -24.994682710455937, -53.507367619906184 -24.994395067374807))",2022-12-29,2023-01-26
runway_v2.4938,4938,5913,2022-10-06,5594,16/34,1500,23,,ASPH,,,,1620,140,,,,,,,,,,,,,X,,15,TECH,,C,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-49.804680806493344 -25.39515991968009, -49.79573357633241 -25.40599047577183, -49.79591642376149 -25.40611508017079, -49.8048636376005 -25.39528452426255, -49.804680806493344 -25.39515991968009))",2022-12-29,2023-01-26
runway_v2.4939,4939,594,2020-09-10,572,08/26,1180,18,,ASPH,,PCN,,1300,80,,,,,,,,,,,,,Y,,8,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-52.417857670318796 -29.686105494530107, -52.40658822489483 -29.682047160484117, -52.40651733105249 -29.682197283505538, -52.41778677362851 -29.68625561745954, -52.417857670318796 -29.686105494530107))",2022-12-29,2023-01-26
runway_v2.4941,4941,171,2022-10-06,154,01/19,1000,30,,EARTH,,PCN,,1120,80,,,,,,,,,,,,,Y,,8,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-49.65590817579588 -22.185794886832657, -49.65713316664837 -22.176833775851488, -49.65684461138653 -22.17679955802073, -49.65561960223904 -22.185760669039507, -49.65590817579588 -22.185794886832657))",2022-12-29,2023-01-26
runway_v2.4942,4942,447,2022-10-06,429,10/28,1520,30,,ASPH,,PCN,,1640,150,,,,,,,,,,,,,Y,,9,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-55.52131776518008 -1.86881552890657, -55.507798321161914 -1.86700719590379, -55.50776279083537 -1.8672761380958198, -55.52128223481721 -1.8690844710930399, -55.52131776518008 -1.86881552890657))",2022-12-29,2023-01-26
runway_v2.4943,4943,602,2014-06-26,580,07/25,2000,30,,ASPH,,PCN,,,,,,,,,,,,,,,,X,,33,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-51.68976459029979 -20.75788645814344, -51.67433044523896 -20.74713295800736, -51.67415899863834 -20.747350707948506, -51.689593131577425 -20.75810420781241, -51.68976459029979 -20.75788645814344))",2022-12-29,2023-01-26
runway_v2.4946,4946,2783,2011-12-15,3617,16/34,2200,30,,ASPH,,,,,,,,,,,,,,,,,,Y,,29,TECH,,A,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,,,,,,,,,"POLYGON ((-35.534790641746454 -5.376573628029649, -35.52157952829461 -5.3914264060735295, -35.52178158373522 -5.39160692790943, -35.534992692283296 -5.37675414995336, -35.534790641746454 -5.376573628029649))",2022-12-29,2023-01-26
runway_v2.4960,4960,2898,2022-10-06,3644,02C/20C,2108,45,,ASPH,,,,,,,,,,,,,,,,,,X,,31,TECH,,A,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,,,,"L14,15",,,,,"POLYGON ((-47.34137343770659 -21.99407013504191, -47.34144285264386 -21.975028469043647, -47.34100714735824 -21.975027086667232, -47.3409376742955 -21.9940687526687, -47.34137343770659 -21.99407013504191))",2022-12-29,2023-01-26
runway_v2.4973,4973,677,2022-12-29,654,18/36,1200,30,,ASPH,,PCN,,1260,60,,,,,,,,,,,,,Y,,8,TECH,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,M,,"POLYGON ((-64.76968108476348 -7.27350287156934, -64.76901163646554 -7.284486204573299, -64.7692828075394 -7.28450268338608, -64.76995224924146 -7.27351935039009, -64.76968108476348 -7.27350287156934))",2022-12-29,2023-01-26
runway_v2.4998,4998,8124,2022-12-29,7337,14/32,750,18,,GRAVEL,,SIWL,5700Kg/0.50MPa,,,,,,,,,,,,,,,,,,,,,,,0.5,5700,,MPA,KG,,,,M,,,,M,,RWY,NO,,,,A,,,,"POLYGON ((-49.572493840761254 -12.81151039387375, -49.56629939532642 -12.81451317189036, -49.5663728266947 -12.814659050104108, -49.57256727125986 -12.81165627212071, -49.572493840761254 -12.81151039387375))",2022-12-29,2023-01-26
runway_v2.4999,4999,4135,2015-12-10,4109,05/23,2499,30,,ASPH,,,,,,,,,,,,,,,,,,X,,57,TECH,,A,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-49.06680806084555 -28.68456633243878, -49.05257748216476 -28.665832998230247, -49.0523225176529 -28.665983667648888, -49.06655305097192 -28.68471700144027, -49.06680806084555 -28.68456633243878))",2022-12-29,2023-01-26
runway_v2.5000,5000,90,2022-11-03,74,14/32,2286,45,,ASPH,,PCN,,2406,280,,,,,,,,,,,,,X,,67,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,4,M,"L14, L15",,M,M,,"POLYGON ((-49.21108395429479 -16.637803446917328, -49.22959505957303 -16.627403447093066, -49.229382718620194 -16.62705210884968, -49.21087160189856 -16.63745210902538, -49.21108395429479 -16.637803446917328))",2022-12-29,2023-01-26
runway_v2.5001,5001,91,2022-12-29,75,08/26,1620,30,,ASPH,,PCN,,1485,280,,,,,,,,,,,,,X,,23,TECH,,C,FLEXIBLE,,,,,,,,,M,M,,M,,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-51.52978747092802 -25.39098936716318, -51.515343023494125 -25.38460047805745, -51.51521253237501 -25.38484396591159, -51.529656972941076 -25.39123285480586, -51.52978747092802 -25.39098936716318))",2022-12-29,2023-01-26
runway_v2.5002,5002,135,2013-01-01,118,09/27,1600,30,,ASPH,,PCN,,,,,,,,,,,,,,,,X,,26,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14,15",,,,,"POLYGON ((-56.38988877508875 -1.4876548514396901, -56.40365821901509 -1.49184374043473, -56.40373622498033 -1.49158403756442, -56.389966780906676 -1.48739514855946, -56.38988877508875 -1.4876548514396901))",2022-12-29,2023-01-26
runway_v2.5003,5003,142,2022-12-29,125,02/20,2000,45,,ASPH,,PCN,,2120,300,,,,,,,,,,,,,X,,33,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14,15",,,M,,"POLYGON ((-49.72113539348206 -3.7952912436303, -49.719868723298795 -3.77724679862445, -49.719464610694565 -3.77727542332839, -49.72073127251128 -3.79531986832232, -49.72113539348206 -3.7952912436303))",2022-12-29,2023-01-26
runway_v2.5004,5004,144,2022-12-29,127,14/32,1800,45,,ASPH,,PCN,,1920,300,,,,,,,,,,,,,X,,35,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-38.25784704930509 -9.39710847017796, -38.24308871449619 -9.40418347025117, -38.24326684159752 -9.40454986372447, -38.258025172788535 -9.397474863797699, -38.25784704930509 -9.39710847017796))",2022-12-29,2023-01-26
runway_v2.5005,5005,181,2014-09-18,164,04/22,1250,30,,ASPH,,PCN,,,,,,,,,,,,,,,,Y,,20,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14,15",,,,,"POLYGON ((-46.84246839468641 -22.02199330258727, -46.8386433843298 -22.0112849695314, -46.83836772758741 -22.011370586352488, -46.84219271723074 -22.02207891929656, -46.84246839468641 -22.02199330258727))",2022-12-29,2023-01-26
runway_v2.5006,5006,678,2022-12-29,655,04/22,1500,30,,ASPH,,PCN,,1620,150,,,,,,,,,,,,,Y,,19,,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-50.95743906547599 -17.839666301880058, -50.953630721548684 -17.82661352383142, -50.95335816639584 -17.826686476073398, -50.95716649046849 -17.839739254024668, -50.95743906547599 -17.839666301880058))",2022-12-29,2023-01-26
runway_v2.5007,5007,714,2022-12-29,691,02/20,1850,30,,ASPH,,PCN,,1970,140,,,,,,,,,,,,,X,,40,TECH,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-54.725076658991604 -16.594384005713447, -54.72480720284557 -16.57765622771012, -54.72452613115136 -16.57766043819503, -54.72479556300532 -16.5943882161916, -54.725076658991604 -16.594384005713447))",2022-12-29,2023-01-26
